"","gene","BOOST_Ising","BOOST_GP","SPARK","BinSpect"
"6916","Ppil1",0,0,0,0
"6917","Snx15",0,0,0,0
"6918","X2210016L21Rik",0,0,0,0
"6919","Amn1",0,0,0,0
"6920","Slc25a51",0,0,0,0
"6921","Zfp628",0,0,0,0
"6922","Lingo1",0,0,0,0
"6923","St8sia4",0,0,0,0
"6924","Plekhg2",0,0,0,0
"6925","Tcof1",0,0,0,0
"6926","Pwwp2a",0,0,0,0
"6927","Nf2",0,0,0,0
"6928","Tmem181b.ps",0,0,0,0
"6929","Lat2",0,0,0,0
"6930","Dcun1d1",0,0,0,0
"6931","Ptpn5",0,0,0,0
"6932","Fam124a",0,0,0,0
"6933","Zfhx4",0,0,0,0
"6934","Trappc9",0,0,0,0
"6935","Gadd45b",0,0,0,1
"6936","Ddx25",0,0,0,0
"6937","Rian",0,0,0,0
"6938","Wwox",0,0,0,0
"6939","Smyd1",0,0,0,0
"6940","Fdx1",0,0,0,0
"6941","Timm17a",0,0,0,0
"6942","Usp6nl",0,0,0,0
"6943","Zfp668",0,0,0,0
"6944","Entpd2",0,0,0,0
"6945","Nxt1",0,0,0,1
"6946","Fez1",0,0,0,0
"6947","Cryzl1",0,0,0,0
"6948","Vopp1",0,0,0,0
"6949","Suco",0,0,0,0
"6950","Pp2d1",0,0,0,0
"6951","Nup37",0,0,0,0
"6952","Rpain",0,0,0,0
"6953","Bclaf1",0,0,0,0
"6954","Smim13",0,0,0,0
"6955","Slc7a1",0,0,0,0
"6956","Prkdc",0,0,0,0
"6957","Prrg2",0,0,0,0
"6958","Lrrk1",0,0,0,0
"6959","Map3k10",0,0,0,0
"6960","A330048O09Rik",0,0,0,0
"6961","Wnt3",0,0,0,0
"6962","Vps52",0,0,0,0
"6963","Pus1",0,0,0,0
"6964","Taf5",0,0,0,0
"6965","Skiv2l2",0,0,0,0
"6966","Slc45a1",0,0,0,0
"6967","Apbb3",0,0,0,0
"6968","Pwp2",0,0,0,0
"6969","Npc2",0,0,0,0
"6970","Iba57",0,0,0,0
"6971","Celsr3",0,0,0,0
"6972","Kdm4a",0,0,0,0
"6973","X1700037H04Rik",0,0,0,0
"6974","Psen1",0,0,0,0
"6975","Tcf3",0,0,0,0
"6976","Ddx19b",0,0,0,1
"6977","Gm5595",0,0,0,0
"6978","Fkbp1b",0,0,0,0
"6979","Eif4e2",0,0,0,0
"6980","Mapk10",0,0,1,0
"6981","Mrps23",0,0,0,0
"6982","Lefty1",0,0,0,0
"6983","Pmm1",0,0,0,0
"6984","Lgi3",0,0,0,0
"6985","Gsk3a",0,0,0,0
"6986","Fbxo33",0,0,0,0
"6987","Fbxl14",0,0,0,0
"6988","Creg2",0,0,0,0
"6989","Lama5",0,0,0,0
"6990","Ift80",0,0,0,1
"6991","Capn1",0,0,0,0
"6992","Cort",0,0,0,0
"6993","Hddc2",0,0,0,1
"6994","Llph",0,0,0,0
"6995","Hsd3b7",0,0,0,0
"6996","Zfp637",0,0,0,0
"6997","Npy5r",0,0,0,0
"6998","Dis3l",0,0,0,0
"6999","Zfp266",0,0,0,0
"7000","Coa5",0,0,0,0
"7001","Hapln4",0,0,0,0
"7002","Tec",0,0,0,0
"7003","C530008M17Rik",0,0,0,0
"7004","Pdcd4",0,0,0,0
"7005","Aqp11",0,0,0,0
"7006","Hscb",0,0,0,0
"7007","Guf1",0,0,0,1
"7008","Utp6",0,0,0,0
"7009","Ap5s1",0,0,0,0
"7010","Zfp612",0,0,0,0
"7011","Lrpprc",0,0,0,0
"7012","Ccdc74a",0,0,0,0
"7013","Apoa1bp",0,0,0,0
"7014","Lrrk2",0,0,0,0
"7015","Rasal2",0,0,0,0
"7016","Khsrp",0,0,0,0
"7017","Ppat",0,0,0,0
"7018","Mtcp1",0,0,0,0
"7019","Pde7b",0,0,0,0
"7020","Gm6402",0,0,0,0
"7021","Dnaja2",0,0,0,0
"7022","Axin1",0,0,0,0
"7023","Ell",0,0,0,0
"7024","Pcyt2",0,0,0,0
"7025","Nktr",0,0,0,0
"7026","Rabl2",0,0,0,0
"7027","Rngtt",0,0,0,0
"7028","Cnpy3",0,0,0,0
"7029","Glt8d1",0,0,0,0
"7030","Ppp1r3b",0,0,0,0
"7031","Hes1",0,0,0,0
"7032","Gria4",0,0,0,1
"7033","Ticam1",0,0,0,0
"7034","Ikzf2",0,0,0,0
"7035","Acaca",0,0,0,0
"7036","Mtus2",0,0,0,1
"7037","Usp15",0,0,0,0
"7038","X9530077C05Rik",0,0,0,0
"7039","Crhbp",0,0,0,0
"7040","Tmem214",0,0,0,0
"7041","Cdkl2",0,0,0,0
"7042","Ampd2",1,0,1,1
"7043","Fam122a",0,0,0,0
"7044","Col18a1",1,0,1,0
"7045","Phkb",0,0,0,0
"7046","Nostrin",0,0,0,1
"7047","Sco1",0,0,0,0
"7048","Chi3l1",0,0,0,0
"7049","Rac2",0,0,0,0
"7050","Trim33",0,0,0,0
"7051","Ypel2",0,0,0,0
"7052","Slc52a2",0,0,0,0
"7053","Tubb6",0,0,0,0
"7054","Lhpp",1,0,0,0
"7055","Nacad",0,0,0,0
"7056","Gbe1",0,0,0,0
"7057","Lats2",0,0,0,0
"7058","Patl1",0,0,0,0
"7059","Gm2897",0,0,0,0
"7060","Zfp868",0,0,0,0
"7061","Tmcc1",0,0,0,0
"7062","Tbcc",0,0,0,0
"7063","Nt5dc3",0,0,0,0
"7064","Ccdc163",0,0,0,1
"7065","Gm5088",0,0,0,0
"7066","Itgb1bp1",0,0,0,0
"7067","C030006K11Rik",0,0,0,0
"7068","Syt16",0,0,0,0
"7069","Pcnxl2",0,0,0,0
"7070","Pik3c3",0,0,0,0
"7071","Brd3",0,0,0,0
"7072","Smg8",0,0,0,0
"7073","Irf2",0,0,0,0
"7074","Paip2b",0,0,0,0
"7075","H2afv",0,0,0,1
"7076","Cnih",0,0,0,0
"7077","Yipf3",0,0,0,0
"7078","Sesn1",0,0,0,0
"7079","Psmd5",0,0,0,0
"7080","Cxcr7",0,0,0,0
"7081","Pmp22",1,0,1,1
"7082","Golga1",0,0,0,0
"7083","Ubap1",0,0,0,0
"7084","Kcns2",0,0,0,0
"7085","Bag3",1,0,1,1
"7086","Dmrta2",0,0,0,0
"7087","Sec63",0,0,0,0
"7088","Dbndd1",0,0,0,0
"7089","Got2",0,0,0,0
"7090","Amot",0,0,0,1
"7091","Thoc3",0,0,0,0
"7092","Lemd2",0,0,0,0
"7093","Sdhd",0,0,0,0
"7094","Jhdm1d",0,0,0,0
"7095","Zmat4",0,0,0,1
"7096","Crtap",0,0,0,0
"7097","Pcsk7",0,0,0,0
"7098","Fam63a",0,0,0,0
"7099","Srxn1",0,0,0,0
"7100","Rgs7",0,0,0,0
"7101","BC030500",0,0,0,0
"7102","Med19",0,0,0,0
"7103","Irak2",0,0,0,1
"7104","Fam198a",0,0,0,1
"7105","Cpd",0,0,0,0
"7106","Tex15",0,0,0,0
"7107","X5730455P16Rik",0,0,0,0
"7108","Rit1",0,0,0,0
"7109","Letmd1",0,0,0,0
"7110","Pcx",0,0,0,1
"7111","Cc2d1b",0,0,0,0
"7112","Adnp2",0,0,0,0
"7113","Glg1",0,0,0,0
"7114","Dpagt1",0,0,0,0
"7115","Gmnn",0,0,0,0
"7116","Dirc2",0,0,0,0
"7117","Gm6251",0,0,0,0
"7118","Stradb",0,0,0,0
"7119","Slc35c2",0,0,0,0
"7120","Dlg1",0,0,0,0
"7121","Irak1bp1",0,0,0,0
"7122","Lipa",0,0,0,0
"7123","Gmeb2",0,0,0,0
"7124","Gm694",0,0,0,0
"7125","Tmem161b",0,0,0,0
"7126","Slc13a5",0,0,0,0
"7127","Mettl23",0,0,0,0
"7128","Cd9",1,0,1,1
"7129","Tmem2",0,0,0,0
"7130","Phlda1",0,0,0,0
"7131","Raph1",0,0,0,0
"7132","Slc16a1",0,0,1,1
"7133","Sh3bgrl2",0,0,0,0
"7134","Spry4",0,0,0,0
"7135","Dnajb2",0,0,0,0
"7136","Ebna1bp2",0,0,0,0
"7137","Zfx",0,0,0,0
"7138","Nron",0,0,0,0
"7139","Atraid",0,0,0,0
"7140","C2cd2",0,0,0,0
"7141","Rnf165",0,0,0,1
"7142","Adam11",0,0,0,0
"7143","Map3k3",0,0,0,0
"7144","E2f4",0,0,0,0
"7145","Kif21a",0,0,0,0
"7146","Grm8",0,0,0,0
"7147","Cmss1",0,0,0,0
"7148","Stoml2",0,0,0,0
"7149","Vps45",0,0,0,0
"7150","Smarcd1",0,1,1,0
"7151","Zfp688",0,0,0,0
"7152","X3110047P20Rik",0,0,0,0
"7153","Prss57",0,0,0,0
"7154","Poc5",0,0,0,0
"7155","Wdtc1",0,0,0,0
"7156","Zfp414",0,0,0,0
"7157","Dfna5",0,0,0,0
"7158","Gemin7",0,0,0,1
"7159","Rhobtb3",0,0,1,1
"7160","Rbm34",0,0,0,1
"7161","Anxa4",0,0,0,0
"7162","Fars2",0,0,0,0
"7163","Zfp511",0,0,0,0
"7164","Abca8b",0,0,0,0
"7165","Tm7sf2",0,0,0,0
"7166","Cntn4",0,0,0,0
"7167","Ncoa5",0,0,0,0
"7168","Mki67ip",0,0,0,1
"7169","Mrpl11",0,0,0,0
"7170","Tfe3",0,0,0,0
"7171","Dmd",1,0,1,1
"7172","Zfp942",0,0,0,1
"7173","BC005537",0,0,0,1
"7174","Man2c1",0,0,0,0
"7175","Pbx4",0,0,0,0
"7176","Tmem43",0,0,0,0
"7177","Dck",0,0,0,0
"7178","Cntrob",0,0,0,0
"7179","Gyk",0,0,0,0
"7180","Trap1",0,0,0,0
"7181","Cpne1",1,0,0,1
"7182","Fam184a",0,0,0,0
"7183","D1Ertd622e",0,0,1,1
"7184","Gm20300",0,0,0,1
"7185","Raver1",0,0,0,0
"7186","Gys1",0,0,0,0
"7187","Agmo",0,0,0,0
"7188","Zfp7",0,0,0,0
"7189","Bhlhe40",0,1,0,1
"7190","Lgals8",0,0,0,0
"7191","Psme4",0,0,0,0
"7192","Pgf",0,0,0,0
"7193","Akap2",0,0,1,0
"7194","Tmem29",0,0,0,0
"7195","Phf17",0,0,0,0
"7196","Sema4b",0,0,0,0
"7197","Desi2",0,0,0,0
"7198","Lrrc49",0,0,0,0
"7199","Pnmal1",0,0,0,0
"7200","Pdgfc",0,0,0,0
"7201","Gdpgp1",0,0,0,0
"7202","Mpi",0,0,0,0
"7203","Nphp3",0,0,0,0
"7204","Fam65b",0,0,0,0
"7205","Ift52",1,0,0,0
"7206","Ctps",0,0,0,0
"7207","Neurod6",0,0,0,0
"7208","Nkain1",0,0,0,0
"7209","Ntm",0,0,0,1
"7210","Cdk7",0,0,0,1
"7211","Atp5g1",0,0,1,1
"7212","Trappc2",0,0,0,0
"7213","Cyp1b1",0,0,0,0
"7214","Aarsd1",0,0,0,0
"7215","Pomgnt1",0,0,0,0
"7216","Msra",0,0,0,0
"7217","Stambp",0,0,0,1
"7218","Slc35d1",0,0,0,0
"7219","Zdhhc5",0,0,0,0
"7220","Ecscr",0,0,0,0
"7221","Cd47",0,0,1,0
"7222","Ppt2",0,0,0,1
"7223","Tmem219",0,0,0,0
"7224","Arrb2",0,0,0,0
"7225","Rela",0,0,0,0
"7226","Emb",0,0,0,0
"7227","Snx30",0,0,0,0
"7228","Gle1",0,0,0,0
"7229","Pdzd9",0,0,0,0
"7230","Cebpg",0,0,0,0
"7231","Olfr723",0,0,0,0
"7232","Rilpl1",0,0,0,0
"7233","Zfp787",0,0,0,0
"7234","Mxra8",0,0,0,0
"7235","Commd2",0,0,0,0
"7236","Foxf2",0,0,0,0
"7237","Kcne1l",0,0,0,0
"7238","Ckmt1",0,0,0,0
"7239","Idh1",0,0,0,0
"7240","Zc2hc1a",0,0,0,0
"7241","Ace2",0,0,0,0
"7242","Bnip1",0,0,0,0
"7243","Hdac3",0,0,0,0
"7244","Arrdc1",0,0,0,0
"7245","Paqr9",0,0,0,0
"7246","Plk2",0,0,0,0
"7247","Zc3h6",0,0,0,0
"7248","Pik3cb",0,0,0,0
"7249","X6820408C15Rik",0,0,0,0
"7250","X1700021K19Rik",0,0,0,0
"7251","Dennd4c",0,0,0,0
"7252","Asb6",0,0,0,0
"7253","Traf6",0,0,0,0
"7254","Zbtb22",0,0,0,0
"7255","Slc12a4",0,0,0,0
"7256","Stxbp5l",0,0,0,0
"7257","Odf2",0,0,0,0
"7258","Sdccag3",0,0,0,0
"7259","Kctd1",0,0,0,0
"7260","Slc25a25",0,0,0,0
"7261","Unc119b",0,0,0,0
"7262","Psmb7",0,0,0,0
"7263","Rab33a",0,0,0,0
"7264","Ttll7",0,0,0,0
"7265","Slbp",0,0,0,0
"7266","Bcl7c",0,0,0,0
"7267","Ets2",0,0,0,0
"7268","Fam196b",0,0,0,0
"7269","Nme2",0,0,0,0
"7270","Nubpl",0,0,0,0
"7271","Ccnt2",0,0,0,0
"7272","Lman1",0,0,0,0
"7273","Ttc9b",0,0,0,0
"7274","Phf20",0,0,0,0
"7275","Scgn",0,0,0,0
"7276","Arap3",0,0,0,0
"7277","Pin1",0,0,0,0
"7278","Parp2",0,0,0,0
"7279","Bola3",0,0,0,0
"7280","Nmt1",0,0,0,0
"7281","Stk40",0,0,0,0
"7282","Tubgcp4",0,0,0,0
"7283","Dusp1",0,0,0,0
"7284","Itga7",1,0,1,1
"7285","Cul7",0,0,0,0
"7286","Prkrip1",0,0,0,0
"7287","Shisa5",0,0,0,1
"7288","Sardh",0,0,0,0
"7289","Fam131a",0,0,0,0
"7290","Dph3",0,0,0,0
"7291","Tor2a",0,0,0,0
"7292","Colgalt2",0,0,0,0
"7293","Lzts2",0,0,0,0
"7294","B3galt1",0,0,1,1
"7295","Ubr1",0,0,0,0
"7296","Sox18",0,0,0,0
"7297","Rnf24",0,0,0,0
"7298","Ss18l1",0,0,0,0
"7299","Dnajc15",0,0,0,0
"7300","Mast1",0,0,0,0
"7301","Cables2",0,0,0,0
"7302","Atp6ap1l",0,0,0,0
"7303","Spg7",0,0,0,0
"7304","Tjap1",0,0,0,1
"7305","Qtrt1",0,0,0,0
"7306","Asf1a",0,0,0,0
"7307","Mettl21d",0,0,0,0
"7308","Tmco3",0,0,0,0
"7309","Bcar1",0,0,0,0
"7310","Mtg1",0,0,0,0
"7311","Hrh2",0,0,0,0
"7312","Col1a1",1,0,1,1
"7313","Itfg2",0,0,0,1
"7314","Rmdn3",0,0,0,0
"7315","Dph2",0,0,0,0
"7316","Exo5",0,0,0,0
"7317","Acyp2",0,0,0,0
"7318","Prkar2b",1,0,0,0
"7319","BC005624",0,0,0,0
"7320","Scrn1",0,0,0,0
"7321","Ehbp1",0,0,0,0
"7322","Sobp",0,0,0,0
"7323","Gm129",0,0,0,0
"7324","Txnrd2",0,0,0,0
"7325","Rxra",0,0,0,0
"7326","Ttc21b",0,0,0,0
"7327","Trim26",0,0,0,0
"7328","Prpf19",0,0,0,0
"7329","Snx24",0,0,0,0
"7330","Exosc5",0,0,0,0
"7331","Plxnc1",0,0,0,0
"7332","Slc33a1",0,0,0,0
"7333","Ppard",0,0,0,0
"7334","Letm1",0,0,0,0
"7335","Zfp384",0,0,0,0
"7336","Slc35f4",0,0,0,1
"7337","Chmp3",0,0,0,0
"7338","Dus2l",0,0,0,0
"7339","Smim20",0,0,0,0
"7340","Kcnn2",0,0,0,0
"7341","Slc43a2",0,0,0,0
"7342","Ldhd",0,0,0,0
"7343","Nqo2",0,0,0,0
"7344","Ell2",0,0,0,0
"7345","Gpn1",0,0,0,0
"7346","Mta2",0,0,0,0
"7347","Itgbl1",0,0,0,0
"7348","Frs3",0,0,0,0
"7349","Pole3",0,0,0,0
"7350","Pdzd2",0,0,0,0
"7351","Bak1",0,0,0,0
"7352","Rarg",0,0,0,0
"7353","Lama4",0,0,0,0
"7354","Fbxl2",0,0,0,0
"7355","Wnk2",0,0,0,0
"7356","Panx2",0,0,0,0
"7357","Tmed8",0,0,0,0
"7358","Usp8",0,0,0,0
"7359","Bbs4",0,0,0,0
"7360","Ldb2",0,0,0,0
"7361","Mrto4",0,0,0,0
"7362","Rap2c",0,0,0,0
"7363","Syf2",0,0,0,0
"7364","Gamt",0,0,0,0
"7365","Fam73b",0,0,0,0
"7366","Postn",1,0,0,0
"7367","Rprm",0,0,0,0
"7368","Exosc6",0,0,0,0
"7369","Cep57l1",0,0,0,0
"7370","Aimp1",0,0,0,1
"7371","Surf4",0,0,0,0
"7372","Rpl27",0,0,0,0
"7373","Mcee",0,0,0,0
"7374","Emcn",0,0,0,0
"7375","Pglyrp1",0,0,0,0
"7376","Nploc4",0,0,0,1
"7377","Pomt2",0,0,0,0
"7378","Kif26a",0,0,0,0
"7379","Zc3h12c",0,0,0,0
"7380","March9",0,0,0,0
"7381","A230057D06Rik",0,0,0,0
"7382","X9430020K01Rik",0,0,0,0
"7383","Nap1l2",0,0,0,0
"7384","Dalrd3",0,0,0,1
"7385","A130049A11Rik",0,0,0,0
"7386","Sox5",1,0,0,1
"7387","Kcnab1",0,0,0,0
"7388","AW554918",0,0,0,0
"7389","Sf3a3",0,0,0,0
"7390","Wbscr22",0,0,0,0
"7391","Arhgef2",0,0,0,0
"7392","Ppp1r3c",0,0,0,0
"7393","Ankrd9",0,0,0,0
"7394","Vac14",0,0,0,0
"7395","Cldn11",0,0,0,0
"7396","Scaf4",0,0,0,0
"7397","Mrps15",0,0,0,0
"7398","Zfp953",0,0,0,0
"7399","Gm5126",0,0,0,0
"7400","Ccne1",0,0,0,1
"7401","Mrpl4",0,0,0,0
"7402","Ecd",0,0,0,1
"7403","Zfr2",0,0,0,0
"7404","Dtnbp1",0,0,0,0
"7405","Slc19a1",0,0,0,0
"7406","Tfip11",0,0,0,0
"7407","Cox6a2",0,0,0,0
"7408","Urm1",0,0,0,0
"7409","Rrm2b",0,0,0,0
"7410","Rpp25",0,0,0,0
"7411","Elovl1",0,0,0,0
"7412","Gm6642",0,0,0,0
"7413","Poc1b",0,0,0,0
"7414","Cbx8",0,0,0,0
"7415","Rusc2",0,0,0,1
"7416","Angel2",0,0,0,0
"7417","Tufm",0,0,0,0
"7418","Grm3",0,0,0,0
"7419","Lamp5",0,1,1,1
"7420","Map4k3",0,0,0,0
"7421","Morc4",0,0,0,0
"7422","Gucy1a2",0,0,0,1
"7423","Paf1",0,0,0,0
"7424","Rasgrp2",0,0,0,0
"7425","Rragc",0,0,0,0
"7426","Tenm4",0,0,0,0
"7427","Wfs1",0,0,0,0
"7428","Nkiras1",0,0,0,0
"7429","Flii",0,0,0,0
"7430","Ccno",0,0,0,0
"7431","Rsph3b",0,0,0,0
"7432","Terf1",0,0,0,0
"7433","Tceanc2",0,0,0,0
"7434","Rnf114",0,0,0,0
"7435","Pkp4",0,0,0,0
"7436","Fdft1",0,0,0,0
"7437","Fzd2",0,0,0,0
"7438","Drosha",0,0,0,1
"7439","Cdc37",0,0,0,0
"7440","Ccdc18",0,0,0,0
"7441","Trabd",0,0,0,0
"7442","Pbx3",0,0,0,1
"7443","Sltm",0,0,0,0
"7444","Plxna2",0,0,0,1
"7445","Zbtb34",0,0,0,0
"7446","Parp11",0,0,0,0
"7447","Tomm34",0,0,0,0
"7448","Apc2",0,0,0,0
"7449","Mdm2",0,0,0,1
"7450","Prkci",0,0,0,0
"7451","Nfrkb",0,0,0,0
"7452","Ankrd32",0,0,0,0
"7453","Acsl6",0,0,0,0
"7454","Eif2b2",0,0,0,0
"7455","Sgpp1",0,0,0,0
"7456","Lgals1",0,0,0,0
"7457","Psme3",0,0,0,0
"7458","Tti2",0,0,0,0
"7459","X2310011J03Rik",0,0,0,0
"7460","Pex6",0,0,0,1
"7461","Siva1",0,0,0,0
"7462","Pvrl1",0,0,0,0
"7463","Eva1b",0,0,0,0
"7464","Isca2",0,0,0,1
"7465","Vasp",0,0,0,0
"7466","Ankrd10",0,0,0,0
"7467","Triap1",0,0,0,0
"7468","Soat1",0,0,0,0
"7469","Rp9",0,0,0,0
"7470","Gon4l",0,0,0,0
"7471","Nr6a1",0,0,0,1
"7472","Adamts20",0,0,0,0
"7473","Mal",0,0,0,0
"7474","Zfp821",0,0,0,0
"7475","Plagl2",0,0,0,0
"7476","Ccdc97",0,0,0,0
"7477","Odf2l",1,0,0,0
"7478","Amer1",0,0,0,0
"7479","Ttbk2",0,0,0,0
"7480","Cadps2",0,0,0,0
"7481","Arid3b",0,0,0,0
"7482","Selplg",0,0,0,0
"7483","Igdcc4",0,0,0,0
"7484","Tgfb3",0,0,0,1
"7485","Ikbkb",0,0,0,0
"7486","Rbp1",0,0,0,0
"7487","Brf1",0,0,0,0
"7488","Exog",0,0,0,0
"7489","Thop1",0,0,0,0
"7490","Ifrd1",0,0,0,1
"7491","Ctu2",1,0,0,1
"7492","Tbc1d15",0,0,0,0
"7493","Nudt16l1",0,0,0,0
"7494","Coq4",0,0,0,1
"7495","Rpl23a",0,0,0,0
"7496","Crtc3",0,0,0,0
"7497","Tsc22d3",0,0,0,1
"7498","Rnft2",0,0,0,0
"7499","Focad",0,0,0,0
"7500","Tspan14",0,0,0,0
"7501","Sephs2",0,0,0,0
"7502","Gpatch8",0,0,0,1
"7503","Foxj3",0,0,0,0
"7504","Kif16b",0,0,0,0
"7505","Ezh1",0,0,0,0
"7506","Usp31",0,0,0,0
"7507","Cox11",0,0,0,0
"7508","Acad8",0,0,0,1
"7509","Fcgrt",0,0,0,1
"7510","Mrps17",0,0,0,0
"7511","Chd2",0,0,0,0
"7512","Mpp1",0,0,0,0
"7513","Ankrd34b",0,0,0,0
"7514","Adrm1",0,0,0,0
"7515","Slc39a5",0,0,0,0
"7516","Uros",0,0,0,0
"7517","Mmp15",0,0,0,0
"7518","Dpy19l4",0,0,0,0
"7519","Fam13b",0,0,0,0
"7520","Ms4a6d",0,0,0,0
"7521","Ccdc120",0,0,0,0
"7522","Ago4",0,0,0,0
"7523","Kremen1",0,0,0,0
"7524","Vamp1",0,0,0,0
"7525","Kctd6",0,0,0,1
"7526","Nov",0,0,0,0
"7527","AI450353",0,0,0,0
"7528","Zfp771",0,0,0,0
"7529","St3gal3",0,0,0,0
"7530","Rps6ka2",0,0,0,0
"7531","Pef1",0,0,0,0
"7532","Extl3",0,0,0,0
"7533","Tmem222",0,0,0,0
"7534","Plch2",0,0,0,0
"7535","Lta4h",0,0,0,0
"7536","Spns1",0,0,0,0
"7537","Zc3h4",0,0,0,0
"7538","Bdh1",0,0,0,0
"7539","Foxi2",0,0,0,0
"7540","Mtf2",0,0,0,0
"7541","Baiap2l2",0,0,0,0
"7542","Hpgd",0,0,0,0
"7543","Fam160a1",0,0,0,0
"7544","Dgka",0,0,0,0
"7545","Uap1",0,0,0,0
"7546","Zfyve26",0,0,0,0
"7547","Fiz1",0,0,0,0
"7548","Tut1",0,0,0,0
"7549","Samsn1",0,0,0,0
"7550","Ptprj",0,0,0,0
"7551","Asb8",0,0,0,0
"7552","Eftud1",0,0,0,0
"7553","Dnajb11",0,0,0,0
"7554","Eid2b",0,0,0,0
"7555","Galnt6",0,0,0,0
"7556","Frmpd1",0,0,0,0
"7557","Akap5",1,0,0,0
"7558","Fcho1",0,0,0,0
"7559","Oxsm",0,0,0,0
"7560","Zdhhc12",0,0,0,0
"7561","Pigx",0,0,0,0
"7562","Tmem168",0,0,0,0
"7563","Cyba",0,0,0,0
"7564","Alcam",0,0,0,0
"7565","Wrap53",0,0,0,0
"7566","Satb1",0,0,0,0
"7567","Smad1",0,0,0,0
"7568","Sox13",0,0,0,0
"7569","Tmem132c",0,0,0,0
"7570","Trmt10b",0,0,0,0
"7571","Dlx1as",0,0,1,0
"7572","P4ha1",0,0,0,0
"7573","Slc45a4",0,0,0,0
"7574","Lipg",0,0,0,0
"7575","Nbn",0,0,0,0
"7576","Polr2d",0,0,0,0
"7577","Bbc3",0,0,0,0
"7578","Chst11",0,0,0,0
"7579","Plrg1",0,0,0,0
"7580","Mecr",0,0,0,0
"7581","Zdhhc6",0,0,0,0
"7582","Sipa1l2",0,1,0,0
"7583","Wdr47",0,0,0,0
"7584","Trdn",1,0,0,0
"7585","Phyhip",0,0,0,0
"7586","Tmem216",0,0,0,0
"7587","Zadh2",0,0,0,0
"7588","Bud31",0,0,0,0
"7589","Trmt6",0,0,0,0
"7590","Fn3k",0,0,0,0
"7591","Dock2",0,0,0,0
"7592","Nenf",0,0,0,0
"7593","Cacna1e",0,0,0,0
"7594","Cdk11b",0,0,0,0
"7595","Sowahc",1,0,0,0
"7596","Tkt",0,0,0,0
"7597","Smim3",0,0,0,0
"7598","Commd1",0,0,0,0
"7599","Slc1a5",0,0,0,0
"7600","Gm5801",0,0,0,0
"7601","Gtpbp8",0,0,0,0
"7602","Cox19",0,0,0,0
"7603","Yrdc",0,0,0,0
"7604","Zfp709",0,0,0,0
"7605","Trpc4ap",0,0,0,0
"7606","Ubl7",0,0,0,0
"7607","Fam211a",0,0,0,0
"7608","Dact2",0,0,0,0
"7609","Tsc1",1,0,0,1
"7610","Fam105b",0,0,0,1
"7611","Pik3ip1",0,0,0,0
"7612","Rars2",0,0,0,0
"7613","Cdkn2d",0,0,0,0
"7614","Asb5",0,0,0,0
"7615","Bcas1",0,0,0,0
"7616","Trp53bp1",0,0,0,0
"7617","Kcnma1",0,0,0,0
"7618","Dhx32",0,0,0,1
"7619","X2900092D14Rik",0,0,0,0
"7620","Ten1",0,0,0,0
"7621","Znrd1as",0,0,0,0
"7622","Ankmy2",1,0,0,1
"7623","Brpf3",0,0,0,0
"7624","Tmem128",0,0,0,0
"7625","Slc39a13",0,0,0,0
"7626","Trim47",0,0,0,0
"7627","Gpr176",0,0,0,0
"7628","Tcf20",0,0,0,0
"7629","Csad",0,0,0,0
"7630","Gm3558",0,0,0,0
"7631","Pcdh18",0,0,0,1
"7632","Adhfe1",0,0,0,0
"7633","Mob3c",0,0,0,0
"7634","Fxr1",0,0,0,0
"7635","Sh3bp5",0,0,0,0
"7636","Sf3a1",0,0,0,0
"7637","Eif1ax",0,0,0,0
"7638","Baiap3",0,0,0,0
"7639","Ddx21",0,0,0,0
"7640","Nek8",0,0,0,0
"7641","Spock1",0,0,0,0
"7642","Ubp1",0,0,0,0
"7643","Atxn7",0,0,0,0
"7644","Snord72",0,0,0,0
"7645","Aimp2",0,0,0,0
"7646","Fgf1",0,0,0,0
"7647","X1600014C10Rik",0,0,0,0
"7648","Alg2",0,0,0,0
"7649","Pigp",1,0,0,0
"7650","Tceal5",0,0,0,1
"7651","Tmem160",0,0,0,0
"7652","Wdr24",0,0,0,0
"7653","Chpt1",0,0,0,0
"7654","X2810408M09Rik",0,0,0,0
"7655","Prkcsh",0,0,0,0
"7656","Gal",0,0,0,1
"7657","Mkx",0,0,0,0
"7658","Iqsec1",0,0,0,0
"7659","X4833424O15Rik",0,0,0,0
"7660","Mad1l1",0,0,0,0
"7661","Ilkap",0,0,0,0
"7662","Mapk11",0,0,0,1
"7663","Enpp5",0,0,0,0
"7664","Vps37a",0,0,0,0
"7665","Mrps25",0,0,0,0
"7666","Aida",0,0,0,0
"7667","Tfb1m",0,0,0,1
"7668","Gpr25",0,0,0,0
"7669","Ndufa1",0,0,0,0
"7670","Ndnl2",0,0,0,0
"7671","Mybbp1a",0,0,0,1
"7672","Ntng1",0,0,0,0
"7673","Rnf208",0,0,0,0
"7674","Bet1l",0,0,0,0
"7675","Cdk2ap2",0,0,0,0
"7676","Gm5607",0,0,0,0
"7677","Acss1",0,0,0,0
"7678","Orc5",0,0,0,0
"7679","Mthfd1",0,0,0,0
"7680","Mavs",0,0,0,0
"7681","Znhit2",0,0,0,0
"7682","Lsm10",0,0,0,1
"7683","Tollip",0,0,0,0
"7684","Ldoc1l",0,0,0,0
"7685","Abhd6",0,0,0,0
"7686","Bloc1s2a",0,0,0,0
"7687","Commd9",0,0,0,0
